episode,reinforce_no_baseline,reinforce_no_baseline_x_delta,reinforce_baseline_10.0,reinforce_baseline_10.0_x_delta,reinforce_baseline_20.0,reinforce_baseline_20.0_x_delta,reinforce_baseline_50.0,reinforce_baseline_50.0_x_delta,actor_critic,actor_critic_x_delta
63,122.97705645470657,0.22567834651460958,60.13493347161745,0.1858053199267176,6.497366731191146,-0.019840463914676764,142.88037368626763,0.5364461492184295,42.44474721662324,0.11614940263208713
64,141.50087817596054,-0.24076636400853346,65.22327367343084,0.2026388293811143,4.372615919617144,-0.02087834619691112,136.65809186480453,0.5185483148611395,2.9868441520703284,-0.04793584892100298
65,341.0957343955645,-0.23995417392420146,20.68382795449417,0.0058390544323828645,25.329858180963384,0.003041857705302153,131.6063279189093,0.4861302057229861,43.226674611630095,0.1224403251347705
66,173.18369637257348,0.26829390294508104,65.08278878253358,0.20148103794715072,10.14531851875414,-0.014599874280005334,114.21738733606907,0.4188124778999782,43.36419993269737,0.12350668143560851
67,243.18471906785769,0.2538620265902366,66.61267655692048,0.20571291634635486,4.728595628483435,-0.01802547193349726,112.15448222430946,0.41033423200578734,39.41475368702053,0.10790336493679985
68,142.37220984374883,0.23737701242275244,9.591078249006571,-0.03500078697086094,22.16046143489547,-0.014275114151520139,117.2689562456672,0.43533687193398835,45.573585848895206,0.13317365847084903
69,85.14270966923446,0.23434619447232996,35.760777563027005,0.05466973884528046,17.24296011928944,-0.013685413416526501,61.05497042613248,0.15321142066900095,44.09291414883676,0.12933469560646552
70,170.5796337560269,0.3274464503716253,68.72458711625825,0.21462421683897107,14.394736444515571,-0.02050255270065796,102.68856311892922,0.3666057645453974,47.85665881172533,0.151464248138723
71,92.8519393587509,0.2721004516938519,10.218510552981535,-0.021995756512808506,6.254259734131235,-0.02178794772046933,108.83703323829792,0.3997696211987037,48.71796817940963,0.1504185879168902
72,105.66371777841759,0.3108192499244458,4.997038920406456,-0.03981911435505585,24.46248024716305,0.01209159445542705,119.48238106913237,0.4450949027810785,43.61905044025265,0.125591008136279
73,92.22707480954466,0.23517900994486307,64.85543419442453,0.1996835559776527,5.449862012326012,-0.020238565359598084,94.46188343232566,0.3246819144463297,47.66769701107207,0.14995268927064442
74,167.375339595523,0.5571889685551845,68.5766319296758,0.21347059750779493,4.511552651288986,-0.019760717087722784,91.05371817473375,0.3134432637437028,47.229796903133305,0.1464882083415978
75,146.3732523437759,0.30139586727430057,68.2388613181974,0.21073864920303464,4.322306830469626,-0.02127057903239046,104.70496538572337,0.3747395617860815,45.12687583347994,0.13761622427343037
76,146.2051002837352,0.3000534474038538,65.13696558892725,0.20195361547851556,7.384029179020992,-0.02072521712267979,97.82806160710409,0.3437084638260328,46.17433035505964,0.1460153164311371
77,168.75264372972478,0.257082893928832,66.6447844964902,0.2060246956591926,7.002194574174931,-0.01578157667686423,102.99353118249367,0.36904689969131094,45.336584319728296,0.13933060256304483
78,181.875537221424,0.4099296812095023,65.06100856623151,0.2012948602979261,8.540226098238243,-0.019451678661832696,93.50433070996677,0.325100079680703,45.82845172737711,0.14323688938130316
79,271.943365996428,0.7794908395772595,66.94936580224092,0.2084650631538435,6.773322003638286,-0.025576946693137967,97.7190381620477,0.34285112723394234,45.71959767794699,0.1423886211280895
80,292.9738080447002,0.8839360769598351,65.20691252183737,0.20249452518270988,9.234168505759387,-0.02187963217185855,90.84389890731018,0.31165987693887054,45.88058106073841,0.14365665210796222
81,192.2570400485947,0.29366964573475074,65.27893955435515,0.2031289258262445,7.04471134848815,-0.015459827492124104,90.52268902515206,0.30915185995855615,45.70684904074337,0.14227626904103483
82,40.67036711968466,-0.1612466484955562,63.55531660100262,0.19726931515856122,8.715838891722633,-0.018057691789802925,108.97894947719102,0.40095119159980813,44.674072558988875,0.14200371459094482
83,47.95481187690462,-0.09501058096494946,65.08539602710829,0.20150722312561878,9.622222279823838,-0.018784800600711377,90.06325952936572,0.305515857689966,43.25919180299311,0.13064876673710094
84,36.385651344939916,-0.028035182928682626,63.19945125842348,0.19443607240297428,4.558475075128452,-0.019376120594002594,95.12254632717449,0.3300210916972224,43.93566101276845,0.136084405440328
85,45.32340127068634,-0.11609417932845154,66.76128757255465,0.20696369347327462,7.591951731674418,-0.01905463319212162,99.78146534257888,0.35123002411792764,42.77218392472428,0.1267831444534431
86,38.21805415138785,-0.09316956591723886,67.10800887189512,0.20976930861935644,4.531141502760429,-0.01960949642449555,114.95073011808705,0.4247243463215126,44.46549046216497,0.14033285452922895
87,21.30098774834174,-0.06092853276096201,65.26446343443962,0.2029474251955488,4.6383433722881575,-0.018727713055111485,108.49729932481667,0.39704641909270433,44.18694117964191,0.13810021894318922
88,51.82312739647622,-0.07212815442457249,66.52294266107835,0.20504898759104087,22.03039454040304,0.00864902850034836,118.4388901436903,0.4447285004095856,44.142897858194246,0.1377297882904349
89,11.163950167397411,-0.022374239186447854,68.1040907892463,0.20976143716182505,22.532099032441934,0.012665945324263291,123.5816383811956,0.46987142484054983,44.17622713860034,0.13799783820693953
90,28.736286495904384,-0.0015117114984174237,68.2344080120411,0.21080655407054139,6.91455738669368,-0.016512060632250115,120.9882808004374,0.45714905285720386,44.33199601454357,0.13925434922367888
91,19.729656239290346,-0.07357661157878789,71.54461106848194,0.2213230009898722,28.53411442208655,0.03674419682696397,137.90881342193893,0.5366599850185244,41.55701660006136,0.12503086540451763
92,8.897761660166617,-0.016564709216530835,71.8521258586583,0.2237924912175637,42.7077210266398,0.07830928739723103,128.60427666314766,0.49407520648831715,42.048548267113624,0.12895387983026074
93,14.051662212848765,-0.031193082790373944,71.78467450903891,0.2232345641555024,32.42755597072617,0.051904672010880754,176.85021203176947,0.7124919036487559,42.49076157776322,0.12452744811374397
94,27.82135165593344,-0.024750037245009918,69.70386145462467,0.21456598301044116,34.41774275619495,0.051887926982459004,132.6407017510645,0.5104636454683241,42.98638389601147,0.1285122766009836
95,46.27093270086935,0.003151574472402768,73.49937004443031,0.22899141508261525,73.88037968419374,0.20793482515894426,196.5319968992974,0.7980746999487128,45.75143052371999,0.14263862096569224
96,21.11159790573303,-0.03856089288729155,73.06208597874871,0.22552745023919998,57.05778531849954,0.13727574297337325,175.9633258789367,0.713384510883002,42.61255657117886,0.1334785421537815
97,9.077075220940614,-0.015137420351997182,74.79436562120806,0.23139515913294875,109.33253830428393,0.3798002102934099,208.61064893497522,0.8309036909199949,40.51722617562309,0.1167027770105755
98,83.34381711141395,0.05240157429060361,73.30528126193111,0.22741221306618234,6.76845149988918,-0.017686514770906096,201.10811805356275,0.802919012995778,42.32744308164815,0.13119624050737214
99,120.17557407567136,0.2672761597440429,71.21064988936503,0.21868311502945567,7.330428520358805,-0.02116748385399815,197.55030172806562,0.7584336358942655,40.16105801454537,0.11385571751144355
100,43.16578670501287,0.002248029651608096,74.61916407512142,0.22999978915774918,63.59954405152503,0.16556331135175237,204.4130139843225,0.8053277148656842,43.08946871830655,0.1292970330888138
101,21.54490324706979,-0.019130345533756633,73.17077849290214,0.22636646967486085,60.328601982352815,0.15536736236188958,198.64827406552135,0.7592537558119061,38.53926735354461,0.10887964219482714
102,46.52910961601521,0.06107752664354528,74.60994683515369,0.22990658649725448,70.62607850209291,0.19787726268318603,206.12072238403778,0.7710355558819945,43.22850272914233,0.13042394465418353
103,26.1125718577054,-0.030511468049886283,71.09414374293071,0.21770502474889628,57.523123511045085,0.15693353226064766,193.25270700953357,0.7798751201179784,44.4555980873642,0.14022334590382396
104,18.713110158709526,-0.01787543325259021,71.10821684712141,0.21782129374265427,95.10327273173944,0.3218216051365389,200.14449230501722,0.7471364768178993,42.6851609097955,0.13402776369399802
105,37.01825589655088,0.0009048980270423123,73.02299501430657,0.22517762477395267,42.21509043992572,0.10628371456726489,189.95610568673524,0.6657895474897324,43.78685926808456,0.13484662381089058
106,27.447586134071827,-0.05178059340599628,72.81088040838708,0.22346773077091148,110.18579893189292,0.4026372711157494,202.8704955923787,0.7531157749759599,39.18595760955076,0.10608392873109662
107,31.864230736953584,0.015510938026289665,73.15676366374483,0.22626704425029687,34.97497953388134,0.08026553501773197,135.39375808837647,0.5165533895265767,44.00885862823555,0.13666414236610952
108,126.41373049356294,0.28524553027262317,74.88706270482753,0.23212783367559237,114.87881682670638,0.4242251103306233,168.90979714995015,0.6490301891664972,44.32914149569955,0.1392135584497044
109,16.49114801500964,-0.0356402486887989,72.87642930263685,0.22402017059663187,100.15635361038184,0.35432349236667415,197.33168281153291,0.7008305659907218,43.92479186065135,0.13598965136775487
110,144.9228742851971,0.24175616252307766,72.32383213151871,0.21960807739173396,50.85386692633487,0.1275103410159951,152.83203152358143,0.5922315950498268,45.1660740206155,0.13790626315491428
111,49.99495103811326,0.032862748254704595,76.23499752755804,0.2349249619823966,100.49956543145302,0.3570641375330069,143.76748455445312,0.5596283309434531,45.46553825466914,0.1403342491573558
112,153.23541326525307,0.2444971092125972,76.25622869776585,0.2350929911841471,106.53927996826455,0.3814841294231641,199.0936975995882,0.7469613336443776,42.57578263712371,0.12519723362353993
113,147.5348374821427,0.31868439638843693,74.08533429242014,0.22567088325316434,102.32505563764668,0.3636651786493378,195.27432035567116,0.7003561357861962,45.011766622268624,0.1366867926213221
114,172.04321987453565,0.2672914331252949,74.27692022880913,0.22728866106295587,92.73157081761464,0.3188574037401282,74.43705849365031,0.24437236942797003,42.494365501995084,0.12457212641902923
115,167.3073064063606,0.30928275324711557,75.16391364742773,0.22635450952922972,6.761374959598424,-0.017719229536927214,191.6385568107774,0.6952625385726378,46.48979964029527,0.14852001746461668
116,174.10797981663688,0.2996931381031785,77.32622528578673,0.22767270088973326,83.14496965867384,0.2740768344693265,187.40215507516092,0.6453444591405253,42.30083309382965,0.12301054470116055
117,224.31908086542873,0.27854847350252326,75.95363976995286,0.2246886527417608,84.8713095594736,0.2799166940747041,177.48300052692838,0.5580034574396091,44.76508969707522,0.1346981443573025
118,115.99482645979577,0.002381492467169017,73.98482829727176,0.2248790707427217,87.80258027295845,0.2954833007139028,189.02042526386413,0.6902377630556618,44.086365330110624,0.1372882012987982
119,76.8493620402712,0.03228360888186978,75.22088166923317,0.22680958651884325,87.52072938569131,0.2931446466108754,189.328163187504,0.6926414581995025,47.27037457090095,0.1467792121347964
120,20.776410709976123,-0.009320724965103751,80.37571903684967,0.22814671032359082,84.11811597381082,0.2738838008097049,177.67499791491005,0.615465760864256,49.13423454462015,0.1536965489195604
121,62.17861985534856,0.002741045321021747,77.53435629955595,0.2293550966866544,84.05346481162158,0.27341215461205237,184.0687693096355,0.6187336372356063,47.464856790716176,0.1483515522322235
122,24.135192903467818,-0.014368199993540425,74.53671769224901,0.22928563923925555,84.33463683800902,0.27563991066018784,196.8196491804862,0.7525957039791301,48.123672601977944,0.15360736986668877
123,31.833216650109193,-0.0644393301335915,78.09329432057864,0.22587088709636743,79.82688272280981,0.25554203143274695,198.56212184818875,0.7186969985606109,47.420794295134264,0.14797667577125323
124,15.737658285468456,-0.009716261031392122,74.45671770106455,0.22869099555863526,82.41286762046212,0.260268143737745,194.62746792149406,0.7111869506082417,47.079382650006245,0.14526073028555256
125,20.64694813317785,-0.0342871657499688,72.56374120339561,0.2214745372435894,78.53044940108255,0.24518539472438458,192.83438646863186,0.7127828121670314,49.80263572967702,0.1590162758424802
126,15.58600619599103,-0.03488365177656181,72.80776044025666,0.22346146319887225,80.74772525113822,0.2469930730462074,195.89096660015633,0.7531967711885498,50.96339097857406,0.16036981564616598
127,12.358844136670557,-0.012824488068935639,73.09547615474987,0.2257778256736225,79.69233574441927,0.23055492089302174,197.2057622520304,0.7796385355162426,50.64831678203635,0.15785710442478595
128,16.63499272608196,-0.06635550727657988,73.28447215597338,0.22729802798020887,78.72926803703031,0.23085990751607588,206.45597597315324,0.7978413505041133,48.61504315151588,0.14958249684157499
129,19.37819328325866,-0.0205418626132108,70.87748328527935,0.2159814200160606,75.26404798093687,0.22702771146895473,198.09787676167466,0.7548705422821028,51.41321036090791,0.15599428631324283
130,13.566193757168431,-0.01912917177302059,70.91985244255396,0.21633300769655966,78.46979013299536,0.22879219420334418,196.2570763599595,0.7241862413242028,53.55887212493171,0.16516963416307365
131,14.64466611316721,-0.026462522079235707,71.26886678161604,0.21913173222274646,95.65416369104673,0.23056806725408963,200.19187838964373,0.7557121897500924,51.249297241066124,0.15467843474749113
132,26.47585602213724,-0.03552393789849411,71.62043871741277,0.22192640746917577,87.76870968603546,0.23135197007747133,190.68661011896933,0.7514452686737702,55.88075015405867,0.17575726706060182
133,24.52208627288511,-0.0351934317880495,67.73207200889142,0.20675021459804785,75.09078792752462,0.21773847555364256,197.66080357259713,0.7514272490077185,53.44726610815929,0.16427139333537474
134,12.783015838338514,-0.02540250908888515,69.83430897712812,0.21560456643677586,88.59716101654406,0.22994566544501266,195.0481756528259,0.7145405917670258,55.3668800680583,0.1716896080350441
135,18.197894941916058,-0.053871986348231746,68.69773783826682,0.21448280431555541,90.80969226605572,0.23171273901803338,164.19562405214987,0.6351543199003761,57.60777614497881,0.18159543543908915
136,11.536535148420551,-0.019389842448881343,69.66180535186882,0.2142397296286864,86.12536728222321,0.22616550953540396,175.47657022329466,0.6856165865971484,55.35362673003699,0.1715030226458093
137,11.446603913513242,-0.012134555571815028,68.53614085195687,0.2132127099932216,97.11356903762028,0.23432240109780667,207.31695835542791,0.8046456045208068,55.5960380679481,0.1734862574530544
138,19.89291354328411,-0.07224859127187593,66.04970660879944,0.20125718848059443,98.17148073019567,0.21880259679714695,62.14682103436622,0.16997093764348292,56.43213005959218,0.172197524703918
139,15.088758753806257,-0.030852306026221084,67.96916059279889,0.20864733583453887,86.53980165171286,0.22158678992173378,193.9130294357589,0.7612536661291529,54.98614741722961,0.1686125496762768
140,20.785361925702837,-0.033215177782205375,70.27276445030508,0.21910964705843428,105.02227857054,0.23373338541894945,194.74221622127735,0.7440451082730636,50.437804369736256,0.1561870769280475
141,10.940152314440247,-0.016195614572399156,68.05215426323181,0.20932433585336743,109.17986316986035,0.2271335746837576,193.1964317699762,0.7475757769127622,55.41911059107137,0.1720999439708195
142,20.23731481404949,-0.06148443589243503,69.86489483390585,0.21587497887693538,125.584621816574,0.2226451126513355,186.85345645329556,0.6171042065923381,53.25137226856147,0.1626933711939172
143,35.375351748669345,-0.012200680374429989,70.09994071912423,0.21772441437146317,131.01732089728878,0.22627108279758826,192.3374202229424,0.6769746048970566,54.94119253382128,0.16824082592273087
144,11.789316308950392,-0.01737875851078823,69.42579146471135,0.21232435052033377,121.90949390631899,0.22517238697194888,190.9444382035239,0.6577173479505413,52.64541740875045,0.15784410582769692
145,18.81062921775391,-0.0011542193268926778,71.44588340618513,0.22051053928393527,129.2839063115002,0.22836249403944178,178.45599574986363,0.6456317482483598,52.586896883383496,0.15741638397801005
146,13.57664857007868,-0.019048019212579186,71.4112850108916,0.22023719369377642,130.2604539739653,0.2281917293125504,187.65118150777832,0.5915231519599922,55.73822602554123,0.1746496730982432
147,16.69188109491149,-0.010092494440247287,72.90884895293682,0.22426109793796292,138.34020067415207,0.229029262351797,154.69882425568107,0.5911771849563603,48.15928217918743,0.13793900471171305
148,18.1035771187248,-0.006762798980949612,72.84397002063272,0.2237422575767896,157.13112191936014,0.22777489407798765,196.1869860645917,0.7316026808875299,53.177395410835246,0.16210101735066962
149,16.954154625191862,-0.03991168719947677,73.89869630955842,0.22421564556115392,141.49081338192116,0.22231211413868965,183.3632698338163,0.7008579540940387,57.89017330520294,0.18386711990586452
150,34.097026624777065,0.009446637213533286,84.67328269190699,0.2306500436550068,152.73863695194245,0.23249982732883442,187.49106525964666,0.7178975689760156,48.11415512465979,0.1375936953868505
151,10.505935327510628,-0.011694903939401369,92.9877825851336,0.23332800257674424,167.29088823110402,0.22926155518965233,187.36442573681143,0.6929881344501708,56.005545921983895,0.16878524772884515
152,22.071325447647585,0.0009736569449807126,89.32347458232235,0.2200078897448212,173.1102206609501,0.21994134060689147,192.97279097573562,0.7298598078359452,55.459654336421146,0.17242857360910135
153,33.352663359315535,-0.004462129065264512,101.54552359928508,0.23001205424037124,145.34431408592062,0.22913244961802123,176.8461385528532,0.6167805326238369,56.25523758592006,0.17076355486311884
